package	version_code	version_name	apk	apk_role	sha256	size_bytes	signer_sha256	signer_dn	signature_schemes	source_stamp_verified	source_stamp_sha256	permissions
com.disney.disneyplus	178407745	26.12.1+rc1-2026.07.15	com.disney.disneyplus/base.apk	base	a2e61621fcd7715a04c5fc3d2920fbde1a108c254e4c0e79a315a68a80dd60e5	46527509	b4d251e979ea974d8f070feb5ab69fc4c2873f4e8add421ff63ad5f2789d63d4	CN=Android, OU=Android, O=Google Inc., L=Mountain View, ST=California, C=US	v1,v2,v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	android.permission.ACCESS_COARSE_LOCATION,android.permission.ACCESS_FINE_LOCATION,android.permission.ACCESS_NETWORK_STATE,android.permission.FOREGROUND_SERVICE,android.permission.INTERNET,android.permission.POST_NOTIFICATIONS,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.VIBRATE,android.permission.WAKE_LOCK,com.disney.disneyplus.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,com.disney.disneyplus.darkwing.REQUEST_PRELOAD_INFORMATION,com.google.android.c2dm.permission.RECEIVE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.google.android.gms.permission.AD_ID,com.samsung.android.mapsagent.permission.READ_APP_INFO
com.disney.disneyplus	178407745		com.disney.disneyplus/split_config.arm64_v8a.apk	split:config.arm64_v8a	c8ee55ff858a5a5d094e2018ba0993ff55caa7201853ca177a06866fc3bebbbc	21570367	b4d251e979ea974d8f070feb5ab69fc4c2873f4e8add421ff63ad5f2789d63d4	CN=Android, OU=Android, O=Google Inc., L=Mountain View, ST=California, C=US	v1,v2,v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-
com.disney.disneyplus	178407745		com.disney.disneyplus/split_config.en.apk	split:config.en	826773d9baf12aa8b6f52a40a3c31ef9e2e5afca3d3163fd5ef6ba6abacd8844	287129	b4d251e979ea974d8f070feb5ab69fc4c2873f4e8add421ff63ad5f2789d63d4	CN=Android, OU=Android, O=Google Inc., L=Mountain View, ST=California, C=US	v1,v2,v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-
com.disney.disneyplus	178407745		com.disney.disneyplus/split_config.xxhdpi.apk	split:config.xxhdpi	c182541cc8f01fc9113f1f24b7271d57b4c819f6653b0fb3f23ee524903cafbe	515778	b4d251e979ea974d8f070feb5ab69fc4c2873f4e8add421ff63ad5f2789d63d4	CN=Android, OU=Android, O=Google Inc., L=Mountain View, ST=California, C=US	v1,v2,v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-
com.epix.epix.now	2026237011	237.1.2026237011	com.epix.epix.now/base.apk	base	a69bcfdb5830f45a4c3c00b55d975cf7fa7d58b7f70d9485507b88f51d6e5097	125647569	9d00e22ea9e1f2f7010ff4667a813d27baa3770fd5bf648a19f358b4780b0230 | 9c0f10cecd2fbd854a05a79ba63d97c1d35a6b077c46c3cb7bdaaf2ef3e7098c	CN=Android, OU=Android, O=Google Inc., L=Mountain View, ST=California, C=US | O=Epix	v3,v3.1	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	android.permission.ACCESS_ADSERVICES_AD_ID,android.permission.ACCESS_ADSERVICES_ATTRIBUTION,android.permission.ACCESS_NETWORK_STATE,android.permission.ACCESS_WIFI_STATE,android.permission.CHANGE_NETWORK_STATE,android.permission.CHANGE_WIFI_MULTICAST_STATE,android.permission.FOREGROUND_SERVICE,android.permission.FOREGROUND_SERVICE_DATA_SYNC,android.permission.INTERNET,android.permission.MODIFY_AUDIO_SETTINGS,android.permission.POST_NOTIFICATIONS,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.SET_ORIENTATION,android.permission.TRANSMIT_IR,android.permission.USE_BIOMETRIC,android.permission.USE_FINGERPRINT,android.permission.WAKE_LOCK,android.permission.WRITE_EXTERNAL_STORAGE,com.android.vending.BILLING,com.epix.epix.now.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,com.google.android.c2dm.permission.RECEIVE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.google.android.gms.permission.AD_ID
com.epix.epix.now	2026237011		com.epix.epix.now/split_config.arm64_v8a.apk	split:config.arm64_v8a	70e0af170248b2b9f994ab7aabf6babd55a7dea80f2b1c2415d7ef5ac9d81378	5575622	9d00e22ea9e1f2f7010ff4667a813d27baa3770fd5bf648a19f358b4780b0230 | 9c0f10cecd2fbd854a05a79ba63d97c1d35a6b077c46c3cb7bdaaf2ef3e7098c	CN=Android, OU=Android, O=Google Inc., L=Mountain View, ST=California, C=US | O=Epix	v3,v3.1	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-
com.epix.epix.now	2026237011		com.epix.epix.now/split_config.hdpi.apk	split:config.hdpi	842bf9190cb1395e84eb5f11f64d71ea96038ddf0849b942ccee2bd0b38bbd8b	606401	9d00e22ea9e1f2f7010ff4667a813d27baa3770fd5bf648a19f358b4780b0230 | 9c0f10cecd2fbd854a05a79ba63d97c1d35a6b077c46c3cb7bdaaf2ef3e7098c	CN=Android, OU=Android, O=Google Inc., L=Mountain View, ST=California, C=US | O=Epix	v3,v3.1	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-
com.google.android.youtube.tv	530320330	5.30.320	com.google.android.youtube.tv/base.apk	base	36ce46c62a6c40f67be1376e4e1037e1fccb1f568f736b51ccfd75352da323ca	8262729	21199d112cece428c82cb0df221da24ff8674c7a982a83a17a970eec43305b4a	CN=ytandroidtv, OU=Android, O=Google Inc., L=Mountain View, ST=California, C=US	v2,v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	android.permission.ACCESS_NETWORK_STATE,android.permission.ACCESS_WIFI_STATE,android.permission.INTERNET,android.permission.MODIFY_AUDIO_SETTINGS,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.RECORD_AUDIO,android.permission.WAKE_LOCK,com.android.providers.tv.permission.READ_EPG_DATA,com.android.providers.tv.permission.WRITE_EPG_DATA,com.google.android.gms.permission.AD_ID,com.google.android.providers.gsf.permission.READ_GSERVICES
com.google.android.youtube.tv	530320330		com.google.android.youtube.tv/split_config.arm64_v8a.apk	split:config.arm64_v8a	fe125e3a86ec57d49aa8d2f17a91cb317098fa588fa1d529d0aa7f4aa7ea11a7	48808947	21199d112cece428c82cb0df221da24ff8674c7a982a83a17a970eec43305b4a	CN=ytandroidtv, OU=Android, O=Google Inc., L=Mountain View, ST=California, C=US	v1,v2,v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-
com.hulu.plus	60010292	6.32.0+17694659-google	com.hulu.plus/base.apk	base	e6de7f4f4bfd39fca574264eb17650a3aa26f874827f670a3412fcf70a8843df	20291547	cfbdf8dcd96469243dde618ad6a12fa37685ba98f5c6f4c778ba9fbf75a8b145	CN=Hulu, OU=Hulu, O=Hulu, L=Los Angeles, ST=California, C=US	v2	false		android.permission.ACCESS_ADSERVICES_AD_ID,android.permission.ACCESS_ADSERVICES_ATTRIBUTION,android.permission.ACCESS_COARSE_LOCATION,android.permission.ACCESS_FINE_LOCATION,android.permission.ACCESS_NETWORK_STATE,android.permission.ACCESS_WIFI_STATE,android.permission.FOREGROUND_SERVICE,android.permission.FOREGROUND_SERVICE_DATA_SYNC,android.permission.INTERNET,android.permission.POST_NOTIFICATIONS,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.WAKE_LOCK,com.google.android.c2dm.permission.RECEIVE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.google.android.gms.permission.AD_ID,com.huawei.appmarket.service.commondata.permission.GET_COMMON_DATA,com.hulu.plus.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,com.samsung.android.mapsagent.permission.READ_APP_INFO
com.netflix.mediaclient	63705	9.40.0 build 7 63705	com.netflix.mediaclient/base.apk	base	b4ccf67fdd029af79feb1c83e07577b658ef338002d251e0889b9a4f6daf9daf	128118305	280bf00d987a64f235ea34f9f4d3bb2f95d48fb304e5ee8a2b1d1e5f3d19cfd0 | 363863596ea99241eb71b1a985553aa604de3ea3c5f0c546742390e682164e6b	CN=Client Security Integrations, OU=Netflix, O=Netflix, L=Los Gatos, ST=CA, C=US | CN=PPD Builder, OU=PPD, O="Netflix, Inc.", L=Los Gatos, ST=California, C=US	v3,v3.1	false		android.permission.ACCESS_NETWORK_STATE,android.permission.ACCESS_WIFI_STATE,android.permission.BLUETOOTH,android.permission.CHANGE_WIFI_MULTICAST_STATE,android.permission.FOREGROUND_SERVICE,android.permission.FOREGROUND_SERVICE_DATA_SYNC,android.permission.INTERNET,android.permission.MODIFY_AUDIO_SETTINGS,android.permission.POST_NOTIFICATIONS,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.RECORD_AUDIO,android.permission.RUN_USER_INITIATED_JOBS,android.permission.VIBRATE,android.permission.WAKE_LOCK,android.permission.WRITE_EXTERNAL_STORAGE,com.amazon.permission.SET_FLAG_NOSOFTKEYS,com.google.android.c2dm.permission.RECEIVE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.google.android.gms.permission.AD_ID,com.netflix.mediaclient.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,com.netflix.nfgsdk.permission.ngpstore,com.netflix.partner.activation.permission.CHANNEL_ID
com.openai.chatgpt	2621629	1.2026.216	com.openai.chatgpt/base.apk	base	e3cdafd70a2f6881aa31ca6dd79fb9a4cd6aea64b473445ca73b8ad86def781a	62639381	b24f4bfbb3cf293f938703b9d87027c1102cc36dc4fa206910e08927db40473c	CN=Android, OU=Android, O=Google Inc., L=Mountain View, ST=California, C=US	v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	android.permission.ACCESS_COARSE_LOCATION,android.permission.ACCESS_FINE_LOCATION,android.permission.ACCESS_NETWORK_STATE,android.permission.ACCESS_WIFI_STATE,android.permission.BLUETOOTH,android.permission.CAMERA,android.permission.CHANGE_NETWORK_STATE,android.permission.DETECT_SCREEN_CAPTURE,android.permission.FOREGROUND_SERVICE,android.permission.FOREGROUND_SERVICE_DATA_SYNC,android.permission.FOREGROUND_SERVICE_MEDIA_PROJECTION,android.permission.FOREGROUND_SERVICE_MICROPHONE,android.permission.INTERNET,android.permission.MODIFY_AUDIO_SETTINGS,android.permission.NFC,android.permission.POST_NOTIFICATIONS,android.permission.POST_PROMOTED_NOTIFICATIONS,android.permission.READ_BASIC_PHONE_STATE,android.permission.READ_CONTACTS,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.RECORD_AUDIO,android.permission.USE_BIOMETRIC,android.permission.USE_FINGERPRINT,android.permission.VIBRATE,android.permission.WAKE_LOCK,com.android.vending.BILLING,com.google.android.c2dm.permission.RECEIVE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.google.android.gms.permission.AD_ID,com.openai.chatgpt.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION
com.openai.chatgpt	2621629		com.openai.chatgpt/split_config.arm64_v8a.apk	split:config.arm64_v8a	c9c92191c22bffd40d84f34cba082328feaedcc22cf0bc1af9a31e690b08605a	14422932	b24f4bfbb3cf293f938703b9d87027c1102cc36dc4fa206910e08927db40473c	CN=Android, OU=Android, O=Google Inc., L=Mountain View, ST=California, C=US	v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-
com.openai.chatgpt	2621629		com.openai.chatgpt/split_config.en.apk	split:config.en	8da316828db0c570ded78fcd48bbb94c5087691a3419b64f1fc46de2413d4d33	876754	b24f4bfbb3cf293f938703b9d87027c1102cc36dc4fa206910e08927db40473c	CN=Android, OU=Android, O=Google Inc., L=Mountain View, ST=California, C=US	v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-
com.openai.chatgpt	2621629		com.openai.chatgpt/split_config.xxxhdpi.apk	split:config.xxxhdpi	cfcbe82071a75ce1dcc01e5e673ddbb0d118a7f64af908c984d666597d1a0a16	156184	b24f4bfbb3cf293f938703b9d87027c1102cc36dc4fa206910e08927db40473c	CN=Android, OU=Android, O=Google Inc., L=Mountain View, ST=California, C=US	v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-
